severity,code,apartment_id,name,adapter,verdict,unit_id,field,observed,expected,evidence
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,380106,"source_unit_id,extraction_tier,building_id","380106:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,396205,"source_unit_id,extraction_tier,building_id","396205:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,364205,"source_unit_id,extraction_tier,building_id","364205:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,364307,"source_unit_id,extraction_tier,building_id","364307:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,480205,"source_unit_id,extraction_tier,building_id","480205:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,380304,"source_unit_id,extraction_tier,building_id","380304:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,331203,"source_unit_id,extraction_tier,building_id","331203:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,347203,"source_unit_id,extraction_tier,building_id","347203:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,347104,"source_unit_id,extraction_tier,building_id","347104:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,331204,"source_unit_id,extraction_tier,building_id","331204:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,448207,"source_unit_id,extraction_tier,building_id","448207:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,448203,"source_unit_id,extraction_tier,building_id","448203:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,448108,"source_unit_id,extraction_tier,building_id","448108:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,364110,"source_unit_id,extraction_tier,building_id","364110:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,315301,"source_unit_id,extraction_tier,building_id","315301:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,431209,"source_unit_id,extraction_tier,building_id","431209:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,315209,"source_unit_id,extraction_tier,building_id","315209:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,347310,"source_unit_id,extraction_tier,building_id","347310:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,331210,"source_unit_id,extraction_tier,building_id","331210:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,347210,"source_unit_id,extraction_tier,building_id","347210:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,380209,"source_unit_id,extraction_tier,building_id","380209:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,380202,"source_unit_id,extraction_tier,building_id","380202:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,70238,Grace Apartments,UNATTRIBUTED,SUCCESS_PLAN_LEVEL,,canonical_id_uniqueness,null,passed=true,
critical,FAILURE_VERDICT_WITH_UNITS,218893,Volta at Voyager I,repli360,DEAD_URL,,"_meta.verdict,units","DEAD_URL,14",admitted physical inventory yields SUCCESS,
critical,FAILURE_VERDICT_WITH_UNITS,226992,Forest Ridge,knock,DEAD_URL,,"_meta.verdict,units","DEAD_URL,10",admitted physical inventory yields SUCCESS,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,272772,,UNATTRIBUTED,FAILED_NO_DATA,,canonical_id_uniqueness,null,passed=true,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,274909,,UNATTRIBUTED,FAILED_NO_DATA,,canonical_id_uniqueness,null,passed=true,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,280797,Aspire,entrata,SUCCESS,,canonical_id_uniqueness,"{""duplicate_count"": 9, ""id_count"": 18, ""passed"": false, ""unique_id_count"": 9}",passed=true,
critical,DUPLICATE_CANONICAL_UNIT_ID,280797,Aspire,entrata,SUCCESS,,units[].unit_id,9,zero duplicates per property,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,280797,Aspire,entrata,SUCCESS,3521AC,"source_unit_id,extraction_tier,building_id","3521ac:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,280797,Aspire,entrata,SUCCESS,3537AC,"source_unit_id,extraction_tier,building_id","3537ac:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,280797,Aspire,entrata,SUCCESS,3504AC,"source_unit_id,extraction_tier,building_id","3504ac:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,280797,Aspire,entrata,SUCCESS,3531AC,"source_unit_id,extraction_tier,building_id","3531ac:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,280797,Aspire,entrata,SUCCESS,6618SD,"source_unit_id,extraction_tier,building_id","6618sd:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,280797,Aspire,entrata,SUCCESS,6634SD,"source_unit_id,extraction_tier,building_id","6634sd:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,280797,Aspire,entrata,SUCCESS,6658SD,"source_unit_id,extraction_tier,building_id","6658sd:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,280797,Aspire,entrata,SUCCESS,6694SL,"source_unit_id,extraction_tier,building_id","6694sl:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,280797,Aspire,entrata,SUCCESS,6645SL,"source_unit_id,extraction_tier,building_id","6645sl:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
high,FINAL_COUNT_MISMATCH,1084,,UNATTRIBUTED,FAILED_NO_DATA,,final_admitted_count,,0,
high,OFFLINE_ARCHIVE_INVALID,1084,,UNATTRIBUTED,FAILED_NO_DATA,,raw_source_archive,missing raw_source_archive pointer,"readable content-addressed manifest, bodies, and extraction snapshot",
high,PROVENANCE_FIELDS_MISSING,1084,,UNATTRIBUTED,FAILED_NO_DATA,,_meta.provenance,"availability_date_provenance,canonical_id_uniqueness,final_admitted_count,formatted_count,parser_count,property_identity_verdict,raw_source_archive,raw_source_count,raw_source_count_basis,raw_source_kind_counts,rent_provenance,rent_range_units,unit_source_provenance",all consolidated diagnostic counters/pointers,
high,AVAILABLE_NOW_PROVENANCE_LOST,4170,Beechwood,generic,SUCCESS,253,availability_date_provenance,available_now,negative_status_override,
high,AVAILABLE_NOW_PROVENANCE_LOST,4170,Beechwood,generic,SUCCESS,271,availability_date_provenance,available_now,negative_status_override,
high,AVAILABLE_NOW_PROVENANCE_LOST,4170,Beechwood,generic,SUCCESS,328,availability_date_provenance,available_now,negative_status_override,
high,AVAILABLE_NOW_PROVENANCE_LOST,4170,Beechwood,generic,SUCCESS,226,availability_date_provenance,available_now,negative_status_override,
high,AVAILABLE_NOW_PROVENANCE_LOST,4170,Beechwood,generic,SUCCESS,326,availability_date_provenance,available_now,negative_status_override,
high,AVAILABLE_NOW_PROVENANCE_LOST,4170,Beechwood,generic,SUCCESS,151,availability_date_provenance,available_now,negative_status_override,
high,AVAILABLE_NOW_PROVENANCE_LOST,4170,Beechwood,generic,SUCCESS,136,availability_date_provenance,available_now,negative_status_override,
high,AVAILABLE_NOW_PROVENANCE_LOST,4170,Beechwood,generic,SUCCESS,101,availability_date_provenance,available_now,negative_status_override,
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_b80b89cf88942cbf-eff145,"unit_id,units_pre_format[].unit_number","inferred_b80b89cf88942cbf-eff145 <- ['1001', '1005', '1018', '1019', '1102', '1114', '1117', '1301']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_b80b89cf88942cbf-eff145-1,"unit_id,units_pre_format[].unit_number","inferred_b80b89cf88942cbf-eff145-1 <- ['1002', '1004', '1006', '1008', '1009', '1010', '1012', '1014']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_b80b89cf88942cbf-eff145-2,"unit_id,units_pre_format[].unit_number","inferred_b80b89cf88942cbf-eff145-2 <- ['1003', '1007', '1011', '1013', '1016', '1017', '1020', '1104']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_b80b89cf88942cbf-eff145-3,"unit_id,units_pre_format[].unit_number","inferred_b80b89cf88942cbf-eff145-3 <- ['1002', '1004', '1006', '1008', '1009', '1010', '1012', '1014']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_df4825f98e5a20a0-222b09,"unit_id,units_pre_format[].unit_number","inferred_df4825f98e5a20a0-222b09 <- ['1401', '1402', '1403', '1404', '1405', '1406', '1407', '1408']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_df4825f98e5a20a0-222b09-1,"unit_id,units_pre_format[].unit_number","inferred_df4825f98e5a20a0-222b09-1 <- ['1401', '1402', '1403', '1404', '1405', '1406', '1407', '1408']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_df4825f98e5a20a0-4f8338,"unit_id,units_pre_format[].unit_number","inferred_df4825f98e5a20a0-4f8338 <- ['1401', '1402', '1403', '1404', '1405', '1406', '1407', '1408']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_df4825f98e5a20a0-4f8338-1,"unit_id,units_pre_format[].unit_number","inferred_df4825f98e5a20a0-4f8338-1 <- ['1401', '1402', '1403', '1404', '1405', '1406', '1407', '1408']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_e24329452ddb30b6-2d6264,"unit_id,units_pre_format[].unit_number","inferred_e24329452ddb30b6-2d6264 <- ['101', '102', '103', '104', '106', '107', '108', '109']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_e24329452ddb30b6-2d6264-1,"unit_id,units_pre_format[].unit_number","inferred_e24329452ddb30b6-2d6264-1 <- ['105', '111', '1203', '1204', '1211', '1214', '502', '505']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_e24329452ddb30b6-2d6264-2,"unit_id,units_pre_format[].unit_number","inferred_e24329452ddb30b6-2d6264-2 <- ['101', '102', '103', '104', '106', '107', '108', '109']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_e24329452ddb30b6-76ae9c,"unit_id,units_pre_format[].unit_number","inferred_e24329452ddb30b6-76ae9c <- ['1206', '1207', '1213', '1215', '503', '507', '508', '509']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_e24329452ddb30b6-5b7ca7,"unit_id,units_pre_format[].unit_number","inferred_e24329452ddb30b6-5b7ca7 <- ['105', '111', '1203', '1204', '1211', '1214', '502', '505']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_fe75f51b98897c35-d1f1e3,"unit_id,units_pre_format[].unit_number","inferred_fe75f51b98897c35-d1f1e3 <- ['1501', '1502', '1505', '1506', '1507', '1508', '1509', '1510']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_fe75f51b98897c35-d1f1e3-1,"unit_id,units_pre_format[].unit_number","inferred_fe75f51b98897c35-d1f1e3-1 <- ['1503', '1504', '1513', '1515', '1602', '1706', '1712', '1713']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_fe75f51b98897c35-d1f1e3-2,"unit_id,units_pre_format[].unit_number","inferred_fe75f51b98897c35-d1f1e3-2 <- ['1501', '1502', '1505', '1506', '1507', '1508', '1509', '1510']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_fe75f51b98897c35-d1f1e3-3,"unit_id,units_pre_format[].unit_number","inferred_fe75f51b98897c35-d1f1e3-3 <- ['1518', '1520', '1522', '1523', '1524', '1525', '1527', '1528']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,11130,Mercer Park,generic,SUCCESS,inferred_fe75f51b98897c35-d1f1e3-4,"unit_id,units_pre_format[].unit_number","inferred_fe75f51b98897c35-d1f1e3-4 <- ['1518', '1520', '1522', '1523', '1524', '1525', '1527', '1528']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,FINAL_COUNT_MISMATCH,27165,,UNATTRIBUTED,FAILED_NO_DATA,,final_admitted_count,,0,
high,OFFLINE_ARCHIVE_INVALID,27165,,UNATTRIBUTED,FAILED_NO_DATA,,raw_source_archive,missing raw_source_archive pointer,"readable content-addressed manifest, bodies, and extraction snapshot",
high,PROVENANCE_FIELDS_MISSING,27165,,UNATTRIBUTED,FAILED_NO_DATA,,_meta.provenance,"availability_date_provenance,canonical_id_uniqueness,final_admitted_count,formatted_count,parser_count,property_identity_verdict,raw_source_archive,raw_source_count,raw_source_count_basis,raw_source_kind_counts,rent_provenance,rent_range_units,unit_source_provenance",all consolidated diagnostic counters/pointers,
high,FINAL_COUNT_MISMATCH,32097,Clemmons Trace Village,UNATTRIBUTED,SUCCESS_PLAN_LEVEL,,final_admitted_count,,0,
high,OFFLINE_ARCHIVE_INVALID,32097,Clemmons Trace Village,UNATTRIBUTED,SUCCESS_PLAN_LEVEL,,raw_source_archive,missing raw_source_archive pointer,"readable content-addressed manifest, bodies, and extraction snapshot",
high,PROVENANCE_FIELDS_MISSING,32097,Clemmons Trace Village,UNATTRIBUTED,SUCCESS_PLAN_LEVEL,,_meta.provenance,"availability_date_provenance,canonical_id_uniqueness,final_admitted_count,formatted_count,parser_count,property_identity_verdict,raw_source_archive,raw_source_count,raw_source_count_basis,raw_source_kind_counts,rent_provenance,rent_range_units,unit_source_provenance",all consolidated diagnostic counters/pointers,
high,FINAL_COUNT_MISMATCH,52697,,UNATTRIBUTED,FAILED_NO_DATA,,final_admitted_count,,0,
high,OFFLINE_ARCHIVE_INVALID,52697,,UNATTRIBUTED,FAILED_NO_DATA,,raw_source_archive,missing raw_source_archive pointer,"readable content-addressed manifest, bodies, and extraction snapshot",
high,PROVENANCE_FIELDS_MISSING,52697,,UNATTRIBUTED,FAILED_NO_DATA,,_meta.provenance,"availability_date_provenance,canonical_id_uniqueness,final_admitted_count,formatted_count,parser_count,property_identity_verdict,raw_source_archive,raw_source_count,raw_source_count_basis,raw_source_kind_counts,rent_provenance,rent_range_units,unit_source_provenance",all consolidated diagnostic counters/pointers,
high,FINAL_COUNT_MISMATCH,70238,Grace Apartments,UNATTRIBUTED,SUCCESS_PLAN_LEVEL,,final_admitted_count,,0,
high,OFFLINE_ARCHIVE_INVALID,70238,Grace Apartments,UNATTRIBUTED,SUCCESS_PLAN_LEVEL,,raw_source_archive,missing raw_source_archive pointer,"readable content-addressed manifest, bodies, and extraction snapshot",
high,PROVENANCE_FIELDS_MISSING,70238,Grace Apartments,UNATTRIBUTED,SUCCESS_PLAN_LEVEL,,_meta.provenance,"availability_date_provenance,canonical_id_uniqueness,final_admitted_count,formatted_count,parser_count,property_identity_verdict,raw_source_archive,raw_source_count,raw_source_count_basis,raw_source_kind_counts,rent_provenance,rent_range_units,unit_source_provenance",all consolidated diagnostic counters/pointers,
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-22e2e5,"unit_id,units_pre_format[].unit_number","inferred_4d8b4e74b137a408-22e2e5 <- ['101', '1201', '302', '514']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-22e2e5-1,"unit_id,units_pre_format[].unit_number",inferred_4d8b4e74b137a408-22e2e5-1 <- ['102'],natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-22e2e5-2,"unit_id,units_pre_format[].unit_number","inferred_4d8b4e74b137a408-22e2e5-2 <- ['105', '114', '1213', '1214', '1217', '1218', '301', '305']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-22e2e5-3,"unit_id,units_pre_format[].unit_number","inferred_4d8b4e74b137a408-22e2e5-3 <- ['106', '401', '414']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-22e2e5-4,"unit_id,units_pre_format[].unit_number",inferred_4d8b4e74b137a408-22e2e5-4 <- ['113'],natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-178ced,"unit_id,units_pre_format[].unit_number",inferred_4d8b4e74b137a408-178ced <- ['306'],natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-178ced-1,"unit_id,units_pre_format[].unit_number",inferred_4d8b4e74b137a408-178ced-1 <- ['313'],natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-178ced-2,"unit_id,units_pre_format[].unit_number","inferred_4d8b4e74b137a408-178ced-2 <- ['314', '413']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-178ced-3,"unit_id,units_pre_format[].unit_number",inferred_4d8b4e74b137a408-178ced-3 <- ['317'],natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-178ced-4,"unit_id,units_pre_format[].unit_number","inferred_4d8b4e74b137a408-178ced-4 <- ['106', '401', '414']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-178ced-5,"unit_id,units_pre_format[].unit_number","inferred_4d8b4e74b137a408-178ced-5 <- ['105', '114', '1213', '1214', '1217', '1218', '301', '305']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-178ced-6,"unit_id,units_pre_format[].unit_number",inferred_4d8b4e74b137a408-178ced-6 <- ['502'],natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-178ced-7,"unit_id,units_pre_format[].unit_number",inferred_4d8b4e74b137a408-178ced-7 <- ['505'],natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
high,SYNTHETIC_OUTPUT_WITH_PREFORMAT_NATURAL_ID,241798,Waterford Landings,generic,SUCCESS,inferred_4d8b4e74b137a408-178ced-8,"unit_id,units_pre_format[].unit_number","inferred_4d8b4e74b137a408-178ced-8 <- ['101', '1201', '302', '514']",natural pre-format apartment number selected before fallback identity,immutable extraction snapshot links the synthetic output to a raw natural number
